CELL_TYPE,ARC_TYPE,DELAY_DIFF(ps),DIFF_PERC(%),DELAY(ps),IDEAL_DELAY(ps),INPUT_SLEW(ps),LOAD_CAP(fF),WAVEFORM_TYPE
max_buffer,input_fall_output_fall,8,7.7,103.4,95.7,9.4,596.2,single_point_vss_bounce_max
max_buffer,input_fall_output_fall,4.3,5.2,126.6,121.4,244.7,596.2,wfm_max_energy_vdd
max_buffer,input_fall_output_fall,8.9,2.2,26.9,24.7,47.9,9.3,wfm_wide_vdd
max_buffer,input_fall_output_fall,16.2,9.7,69.6,59.9,244.7,149.1,single_point_average_vdd
max_buffer,input_fall_output_fall,2.3,2.8,124.2,121.4,244.7,596.2,wfm_wide_vss
max_buffer,input_fall_output_fall,9.1,11.1,132.5,121.4,244.7,596.2,single_point_average_vdd
max_buffer,input_fall_output_fall,-0.2,-0.2,95.5,95.7,9.4,596.2,wfm_narrow_vdd
max_buffer,input_fall_output_fall,2.3,1,44.8,43.8,47.9,149.1,single_point_average_vss
max_buffer,input_fall_output_fall,0.8,0.5,60.4,59.9,244.7,149.1,wfm_max_energy_vss
max_buffer,input_fall_output_fall,-11.1,-4.2,33.8,38,244.7,9.3,single_point_vss_bounce_min
max_buffer,input_fall_output_fall,3.3,3.2,98.9,95.7,9.4,596.2,wfm_min_compression
max_buffer,input_fall_output_fall,6.5,1.6,26.3,24.7,47.9,9.3,single_point_vdd_drop_min
max_buffer,input_fall_output_fall,2.9,1,35.7,34.7,9.4,149.1,wfm_max_energy_vdd
max_buffer,input_fall_output_fall,2.5,1.1,44.9,43.8,47.9,149.1,single_point_vss_bounce_max
max_buffer,input_fall_output_fall,3.1,0.5,16.7,16.2,9.4,9.3,single_point_vdd_drop_min
max_buffer,input_fall_output_fall,3,1.3,45.1,43.8,47.9,149.1,wfm_max_energy_vss
max_buffer,input_fall_output_fall,9.7,2.4,27.1,24.7,47.9,9.3,wfm_min_compression
max_buffer,input_fall_output_fall,2.9,2.8,98.5,95.7,9.4,596.2,wfm_max_energy_vss
max_buffer,input_fall_output_fall,3.5,1.2,35.9,34.7,9.4,149.1,single_point_vdd_drop_max
max_buffer,input_fall_output_fall,6.3,6.6,111.4,104.8,47.9,596.2,single_point_average_vss
max_buffer,input_fall_output_fall,15.5,5.9,43.9,38,244.7,9.3,wfm_max_energy_vdd
max_buffer,input_fall_output_fall,1.8,0.8,44.6,43.8,47.9,149.1,single_point_vss_bounce_min
max_buffer,input_fall_output_fall,6.4,6.1,101.8,95.7,9.4,596.2,single_point_vss_bounce_min
max_buffer,input_fall_output_fall,4.9,1.7,36.4,34.7,9.4,149.1,single_point_vss_bounce_max
max_buffer,input_fall_output_fall,10.8,4.1,42.1,38,244.7,9.3,wfm_min_compression
max_buffer,input_fall_output_fall,8.4,2.9,37.6,34.7,9.4,149.1,wfm_min_compression
max_buffer,input_fall_output_fall,2.9,2.8,98.5,95.7,9.4,596.2,wfm_narrow_vss
max_buffer,input_fall_output_fall,-0.5,-0.2,37.8,38,244.7,9.3,wfm_wide_vss
max_buffer,input_fall_output_fall,0.6,0.1,16.3,16.2,9.4,9.3,single_point_average_vss
max_buffer,input_fall_output_fall,27.9,10.6,48.6,38,244.7,9.3,single_point_vdd_drop_max
max_buffer,input_fall_output_fall,5.2,6.3,127.7,121.4,244.7,596.2,wfm_min_compression
max_buffer,input_fall_output_fall,5.9,2.6,46.4,43.8,47.9,149.1,wfm_narrow_vdd
max_buffer,input_fall_output_fall,-1.6,-0.4,24.3,24.7,47.9,9.3,single_point_vss_bounce_min
max_buffer,input_fall_output_fall,5.6,0.9,17.1,16.2,9.4,9.3,single_point_vdd_drop_max
max_buffer,input_fall_output_fall,3.1,3.3,108.1,104.8,47.9,596.2,wfm_wide_vss
max_buffer,input_fall_output_fall,-0.3,-0.1,37.9,38,244.7,9.3,wfm_max_energy_vss
max_buffer,input_fall_output_fall,1.7,1.6,97.3,95.7,9.4,596.2,single_point_vdd_drop_min
max_buffer,input_fall_output_fall,0,0,95.7,95.7,9.4,596.2,wfm_wide_vdd
max_buffer,input_fall_output_fall,3.4,3.3,99,95.7,9.4,596.2,wfm_wide_vss
max_buffer,input_fall_output_fall,0.8,0.2,24.9,24.7,47.9,9.3,wfm_max_energy_vss
max_buffer,input_fall_output_fall,7.4,7.1,102.8,95.7,9.4,596.2,single_point_average_vss
max_buffer,input_fall_output_fall,-1.6,-0.4,24.3,24.7,47.9,9.3,single_point_average_vss
max_buffer,input_fall_output_fall,2,0.7,35.4,34.7,9.4,149.1,single_point_vdd_drop_min
max_buffer,input_fall_output_fall,3.2,1.1,35.8,34.7,9.4,149.1,single_point_average_vdd
max_buffer,input_fall_output_fall,2,2.4,123.8,121.4,244.7,596.2,wfm_max_energy_vss
max_buffer,input_fall_output_fall,4.6,1.6,36.3,34.7,9.4,149.1,single_point_average_vss
max_buffer,input_fall_output_fall,4.3,0.7,16.9,16.2,9.4,9.3,wfm_max_energy_vdd
max_buffer,input_fall_output_fall,3.7,1.3,36,34.7,9.4,149.1,wfm_narrow_vss
max_buffer,input_fall_output_fall,4.9,5.9,127.3,121.4,244.7,596.2,wfm_narrow_vdd
max_buffer,input_fall_output_fall,9.7,2.4,27.1,24.7,47.9,9.3,wfm_narrow_vdd
max_buffer,input_fall_output_fall,6.4,2.8,46.6,43.8,47.9,149.1,single_point_average_vdd
max_buffer,input_fall_output_fall,-6.5,-3.9,56,59.9,244.7,149.1,single_point_vss_bounce_max
max_buffer,input_fall_output_fall,4,4.2,109,104.8,47.9,596.2,single_point_average_vdd
max_buffer,input_fall_output_fall,5.9,7.2,128.6,121.4,244.7,596.2,single_point_vdd_drop_min
max_buffer,input_fall_output_fall,0.6,0.1,16.3,16.2,9.4,9.3,single_point_vss_bounce_min
max_buffer,input_fall_output_fall,0.8,0.2,24.9,24.7,47.9,9.3,wfm_wide_vss
max_buffer,input_fall_output_fall,3,1.3,45.1,43.8,47.9,149.1,wfm_narrow_vss
max_buffer,input_fall_output_fall,4.9,6,127.4,121.4,244.7,596.2,wfm_wide_vdd
max_buffer,input_fall_output_fall,2.7,2.8,107.6,104.8,47.9,596.2,wfm_narrow_vss
max_buffer,input_fall_output_fall,8.9,3.9,47.7,43.8,47.9,149.1,wfm_min_compression
max_buffer,input_fall_output_fall,10.5,6.3,66.2,59.9,244.7,149.1,single_point_vdd_drop_min
max_buffer,input_fall_output_fall,6.8,1.1,17.3,16.2,9.4,9.3,wfm_min_compression
max_buffer,input_fall_output_fall,5.3,2.3,46.1,43.8,47.9,149.1,wfm_max_energy_vdd
max_buffer,input_fall_output_fall,0.5,0.3,60.2,59.9,244.7,149.1,wfm_wide_vss
max_buffer,input_fall_output_fall,8,4.8,64.7,59.9,244.7,149.1,wfm_min_compression
max_buffer,input_fall_output_fall,1.9,0.3,16.5,16.2,9.4,9.3,wfm_max_energy_vss
max_buffer,input_fall_output_fall,6.8,7.1,111.9,104.8,47.9,596.2,single_point_vss_bounce_max
max_buffer,input_fall_output_fall,2.6,2.7,107.5,104.8,47.9,596.2,single_point_vdd_drop_min
max_buffer,input_fall_output_fall,-2,-0.5,24.2,24.7,47.9,9.3,single_point_vss_bounce_max
max_buffer,input_fall_output_fall,4,1.4,36.1,34.7,9.4,149.1,single_point_vss_bounce_min
max_buffer,input_fall_output_fall,17.9,6.8,44.8,38,244.7,9.3,wfm_narrow_vdd
max_buffer,input_fall_output_fall,16.1,6.1,44.1,38,244.7,9.3,single_point_vdd_drop_min
max_buffer,input_fall_output_fall,4.9,0.8,17,16.2,9.4,9.3,wfm_narrow_vdd
max_buffer,input_fall_output_fall,18.5,11.1,71,59.9,244.7,149.1,single_point_vdd_drop_max
max_buffer,input_fall_output_fall,-5.3,-3.2,56.7,59.9,244.7,149.1,single_point_vss_bounce_min
max_buffer,input_fall_output_fall,1,0.6,60.5,59.9,244.7,149.1,wfm_narrow_vss
max_buffer,input_fall_output_fall,-6,-3.6,56.3,59.9,244.7,149.1,single_point_average_vss
max_buffer,input_fall_output_fall,1.2,0.2,16.4,16.2,9.4,9.3,single_point_vss_bounce_max
max_buffer,input_fall_output_fall,1.6,1.7,106.5,104.8,47.9,596.2,wfm_wide_vdd
max_buffer,input_fall_output_fall,3.2,1.1,35.8,34.7,9.4,149.1,wfm_wide_vdd
max_buffer,input_rise_output_rise,0.3,0.2,77.5,77.3,244.7,149.1,wfm_wide_vdd
max_buffer,input_rise_output_rise,7.1,6.1,91.7,85.6,9.4,596.2,single_point_vdd_drop_max
max_buffer,input_rise_output_rise,3.1,3,100.8,97.8,47.9,596.2,wfm_narrow_vdd
max_buffer,input_rise_output_rise,7.6,9.9,140,130.1,244.7,596.2,single_point_average_vss
max_buffer,input_rise_output_rise,2.4,0.8,34.2,33.4,9.4,149.1,wfm_max_energy_vss
max_buffer,input_rise_output_rise,4.2,0.7,17.2,16.5,9.4,9.3,wfm_wide_vss
max_buffer,input_rise_output_rise,2.7,2.6,100.4,97.8,47.9,596.2,wfm_max_energy_vdd
max_buffer,input_rise_output_rise,1.2,0.2,16.7,16.5,9.4,9.3,wfm_wide_vdd
max_buffer,input_rise_output_rise,2.5,2.4,100.2,97.8,47.9,596.2,single_point_vss_bounce_min
max_buffer,input_rise_output_rise,4.2,0.7,17.2,16.5,9.4,9.3,wfm_narrow_vss
max_buffer,input_rise_output_rise,0.9,0.7,78,77.3,244.7,149.1,wfm_max_energy_vdd
max_buffer,input_rise_output_rise,0.6,0.1,16.6,16.5,9.4,9.3,single_point_average_vdd
max_buffer,input_rise_output_rise,3.8,5,135.1,130.1,244.7,596.2,wfm_narrow_vss
max_buffer,input_rise_output_rise,-0.4,-0.2,56.2,56.4,244.7,9.3,wfm_wide_vdd
max_buffer,input_rise_output_rise,9.9,5.6,62,56.4,244.7,9.3,wfm_narrow_vss
max_buffer,input_rise_output_rise,2.4,0.8,34.2,33.4,9.4,149.1,wfm_wide_vss
max_buffer,input_rise_output_rise,6.8,1.9,29.9,28,47.9,9.3,wfm_narrow_vss
max_buffer,input_rise_output_rise,3,2.6,88.2,85.6,9.4,596.2,wfm_max_energy_vdd
max_buffer,input_rise_output_rise,0.8,0.6,77.9,77.3,244.7,149.1,wfm_narrow_vdd
max_buffer,input_rise_output_rise,1.5,0.7,46.3,45.6,47.9,149.1,single_point_vdd_drop_max
max_buffer,input_rise_output_rise,18.1,10.2,66.6,56.4,244.7,9.3,single_point_vss_bounce_max
max_buffer,input_rise_output_rise,2.6,1.2,46.8,45.6,47.9,149.1,wfm_wide_vdd
max_buffer,input_rise_output_rise,0.9,0.4,46,45.6,47.9,149.1,single_point_vdd_drop_min
max_buffer,input_rise_output_rise,4.6,4.5,102.3,97.8,47.9,596.2,wfm_min_compression
max_buffer,input_rise_output_rise,1.1,0.3,28.3,28,47.9,9.3,wfm_max_energy_vdd
max_buffer,input_rise_output_rise,-9.4,-5.3,51.1,56.4,244.7,9.3,single_point_average_vdd
max_buffer,input_rise_output_rise,6.6,8.6,138.7,130.1,244.7,596.2,single_point_vss_bounce_min
max_buffer,input_rise_output_rise,-0.3,-0.4,129.7,130.1,244.7,596.2,single_point_vdd_drop_max
max_buffer,input_rise_output_rise,1.3,1.3,99.1,97.8,47.9,596.2,wfm_max_energy_vss
max_buffer,input_rise_output_rise,4.8,2.2,47.8,45.6,47.9,149.1,wfm_wide_vss
max_buffer,input_rise_output_rise,16.8,9.5,65.9,56.4,244.7,9.3,single_point_average_vss
max_buffer,input_rise_output_rise,4.2,1.4,34.8,33.4,9.4,149.1,wfm_narrow_vdd
max_buffer,input_rise_output_rise,-2.1,-0.6,27.4,28,47.9,9.3,single_point_average_vdd
max_buffer,input_rise_output_rise,6.2,5.3,90.9,85.6,9.4,596.2,single_point_average_vdd
max_buffer,input_rise_output_rise,-2.5,-0.7,27.3,28,47.9,9.3,single_point_vdd_drop_max
max_buffer,input_rise_output_rise,8.2,10.7,140.8,130.1,244.7,596.2,single_point_vss_bounce_max
max_buffer,input_rise_output_rise,5.5,5.4,103.2,97.8,47.9,596.2,single_point_vdd_drop_max
max_buffer,input_rise_output_rise,1.2,1,86.6,85.6,9.4,596.2,single_point_vss_bounce_max
max_buffer,input_rise_output_rise,1.8,2.3,132.4,130.1,244.7,596.2,wfm_max_energy_vdd
max_buffer,input_rise_output_rise,0.4,0.1,28.1,28,47.9,9.3,wfm_wide_vdd
